POI_ID,ADDRESS,"﻿""DESCRIPTION""",NAME,GeoJSON,geo_point_2d
8280,5 CLERGY ST E,Playground,SYDENHAM PUBLIC SCHOOL PLAYGROUND,"{""coordinates"": [-76.4906372, 44.2287138], ""type"": ""Point""}","44.2287138, -76.4906372"
8942,151 ORDNANCE ST,Washroom,MCBURNEY PARK WASHROOM,"{""coordinates"": [-76.487751, 44.2356717], ""type"": ""Point""}","44.2356717, -76.487751"
8656,1280 COVERDALE DR,Washroom,ROTARY PARK WASHROOM,"{""coordinates"": [-76.6062278, 44.2376223], ""type"": ""Point""}","44.2376223, -76.6062278"
8944,1134 JOHNSON ST,Education Facility,KINGSTON MONTESSORI SCHOOL,"{""coordinates"": [-76.5257238, 44.229876], ""type"": ""Point""}","44.229876, -76.5257238"
8468,3513 BREWER'S MILLS RD,Tennis Court,JOHN BREWER PARK TENNIS COURT,"{""coordinates"": [-76.2810798, 44.410714], ""type"": ""Point""}","44.410714, -76.2810798"
8777,36 UNION ST,Queen's University,MILLER HALL,"{""coordinates"": [-76.492764, 44.2273511], ""type"": ""Point""}","44.2273511, -76.492764"
9066,23 ALBERT ST,Queen's University,WATTS HALL,"{""coordinates"": [-76.4993403, 44.2241592], ""type"": ""Point""}","44.2241592, -76.4993403"
9067,128 QUEEN'S CRES,Queen's University,LEONARD HALL,"{""coordinates"": [-76.5006823, 44.2243963], ""type"": ""Point""}","44.2243963, -76.5006823"
8778,58 UNIVERSITY AVE,Queen's University,ELLIS HALL,"{""coordinates"": [-76.496257, 44.2263437], ""type"": ""Point""}","44.2263437, -76.496257"
8189,85 STUART ST,Queen's University,THEOLOGICAL HALL,"{""coordinates"": [-76.4936256, 44.2256174], ""type"": ""Point""}","44.2256174, -76.4936256"
8780,94 STUART ST,Queen's University,ETHERINGTON HALL,"{""coordinates"": [-76.4939041, 44.2242501], ""type"": ""Point""}","44.2242501, -76.4939041"
7483,292 MOWAT AV,Park,WOODLANDS PARK,"{""coordinates"": [-76.5218405, 44.2270764], ""type"": ""Point""}","44.2270764, -76.5218405"
7186,268 OLD QUARRY RD,Swingset,O'CONNOR PARK PLAYGROUND 1,"{""coordinates"": [-76.5245084, 44.2563908], ""type"": ""Point""}","44.2563908, -76.5245084"
7775,DALTON AV,Trail Access & Parking,DIVISION ST/WELLER AV ACCESS PNT,"{""coordinates"": [-76.4986924, 44.2623346], ""type"": ""Point""}","44.2623346, -76.4986924"
8070,920 KING ST,Beach Volleyball Court,LAKE ONTARIO PARK BEACH VOLLEYBALL COURT,"{""coordinates"": [-76.5315192, 44.2174449], ""type"": ""Point""}","44.2174449, -76.5315192"
8283,1180 WOODBINE RD,Playground,WOODBINE PARK PLAYGROUND 2,"{""coordinates"": [-76.6060015, 44.2597613], ""type"": ""Point""}","44.2597613, -76.6060015"
8875,920 KING ST,Playground,LAKE ONTARIO PARK PLAYGROUND 2,"{""coordinates"": [-76.5309165, 44.2188371], ""type"": ""Point""}","44.2188371, -76.5309165"
8580,49 ABERFOYLE RD,Playground,ABERFOYLE PARK PLAYGROUND 1,"{""coordinates"": [-76.5195463, 44.2570614], ""type"": ""Point""}","44.2570614, -76.5195463"
8581,140 RIDEAU ST,Playground,RIVERVIEW PARK PLAYGROUND,"{""coordinates"": [-76.4831476, 44.2371085], ""type"": ""Point""}","44.2371085, -76.4831476"
8948,35 CENTRE ST,Historic Site,BELLEVUE HOUSE NATIONAL HISTORIC SITE,"{""coordinates"": [-76.5040381, 44.2229912], ""type"": ""Point""}","44.2229912, -76.5040381"
8660,2 FORT HENRY DR,Historic Site,FORT HENRY NATIONAL HISTORIC SITE,"{""coordinates"": [-76.460569, 44.2299707], ""type"": ""Point""}","44.2299707, -76.460569"
8953,130 WILEY ST,Place of Worship,HOLY FAMILY CHURCH,"{""coordinates"": [-76.4900558, 44.2615483], ""type"": ""Point""}","44.2615483, -76.4900558"
8662,215 JOHNSON ST,Place of Worship,FIRST BAPTIST CHURCH,"{""coordinates"": [-76.4879142, 44.2306965], ""type"": ""Point""}","44.2306965, -76.4879142"
9072,62 ARCH ST,Queen's University,HUMPHREY HALL,"{""coordinates"": [-76.4921241, 44.2269985], ""type"": ""Point""}","44.2269985, -76.4921241"
8782,68 UNIVERSITY AVE,Queen's University,MACKINTOSH-CORRY HALL,"{""coordinates"": [-76.4969167, 44.2268782], ""type"": ""Point""}","44.2268782, -76.4969167"
8783,87 UNION ST,Queen's University,JOHN DEUTSCH UNIVERSITY CENTRE,"{""coordinates"": [-76.4949989, 44.2284787], ""type"": ""Point""}","44.2284787, -76.4949989"
8471,137 STUART ST,Queen's University,ADELAIDE HALL,"{""coordinates"": [-76.4962377, 44.2241876], ""type"": ""Point""}","44.2241876, -76.4962377"
8192,12 ALBERT ST,Queen's University,MORRIS HALL,"{""coordinates"": [-76.4998767, 44.2231569], ""type"": ""Point""}","44.2231569, -76.4998767"
8472,21 ARCH ST,Queen's University,ABRAMSKY HALL,"{""coordinates"": [-76.4914539, 44.2256014], ""type"": ""Point""}","44.2256014, -76.4914539"
8473,17 KING ST W,Queen's University,WALDRON TOWER,"{""coordinates"": [-76.4913708, 44.2231563], ""type"": ""Point""}","44.2231563, -76.4913708"
8286,257 RIDEAU ST,Playground,257 RIDEAU ST PLAYGROUND,"{""coordinates"": [-76.4826594, 44.2399965], ""type"": ""Point""}","44.2399965, -76.4826594"
8876,268 OLD QUARRY RD,Playground,O'CONNOR PARK PLAYGROUND 2,"{""coordinates"": [-76.524827, 44.2566014], ""type"": ""Point""}","44.2566014, -76.524827"
8582,1255 BIRCHWOOD DR,Playground,CATARAQUI WOODS PUBLIC SCHOOL PLAYGROUND,"{""coordinates"": [-76.5808632, 44.2677598], ""type"": ""Point""}","44.2677598, -76.5808632"
8584,693 AYLMER CR,Playground,LAWRENCE PARK PLAYGROUND,"{""coordinates"": [-76.6177919, 44.2444218], ""type"": ""Point""}","44.2444218, -76.6177919"
8586,53 FOURTH AVE,Playground,KIWANIS PARK PLAYGROUND 1,"{""coordinates"": [-76.5001996, 44.245713], ""type"": ""Point""}","44.245713, -76.5001996"
8287,480 MCCULLOUGH PARK DR,Playground,MCCULLOUGH PARK (WEST) PLAYGROUND,"{""coordinates"": [-76.6267413, 44.2337388], ""type"": ""Point""}","44.2337388, -76.6267413"
8663,230 MACDONNELL ST,Place of Worship,KINGSTON CHINESE ALLIANCE CHURCH,"{""coordinates"": [-76.5054028, 44.2324654], ""type"": ""Point""}","44.2324654, -76.5054028"
8665,2295 PRINCESS ST,Place of Worship,KINGSTON GOSPEL TEMPLE,"{""coordinates"": [-76.5483998, 44.2574023], ""type"": ""Point""}","44.2574023, -76.5483998"
8954,362 ALFRED ST,Place of Worship,FAITH ALIVE INTERNATIONAL MINISTRIES,"{""coordinates"": [-76.4977751, 44.2359621], ""type"": ""Point""}","44.2359621, -76.4977751"
8955,484 ALBERT ST,Place of Worship,PRINCESS STREET UNITED CHURCH,"{""coordinates"": [-76.5009432, 44.2362923], ""type"": ""Point""}","44.2362923, -76.5009432"
8361,195 UNION ST,Place of Worship,MEADOWBROOK BIBLE CHAPEL,"{""coordinates"": [-76.5011182, 44.2272313], ""type"": ""Point""}","44.2272313, -76.5011182"
8956,193 BATH RD,Place of Worship,BATH ROAD BAPTIST CHURCH,"{""coordinates"": [-76.5210593, 44.2406676], ""type"": ""Point""}","44.2406676, -76.5210593"
8957,395 NELSON ST,Place of Worship,CALVARY BIBLE CHURCH,"{""coordinates"": [-76.5022321, 44.242756], ""type"": ""Point""}","44.242756, -76.5022321"
8669,1287 WOODBINE RD,Place of Worship,CITY CHRISTIAN CENTRE,"{""coordinates"": [-76.6102878, 44.2566798], ""type"": ""Point""}","44.2566798, -76.6102878"
8193,94 UNIVERSITY AVE,Queen's University,DUNNING HALL,"{""coordinates"": [-76.4960208, 44.227394], ""type"": ""Point""}","44.227394, -76.4960208"
9075,48 UNIVERSITY AVE,Queen's University,JEFFERY HALL,"{""coordinates"": [-76.4961276, 44.225944], ""type"": ""Point""}","44.225944, -76.4961276"
8476,19 DIVISION ST,Queen's University,DUPUIS HALL,"{""coordinates"": [-76.4927222, 44.2285034], ""type"": ""Point""}","44.2285034, -76.4927222"
9076,62 FIFTH FIELD COMPANY LN,Queen's University,CARRUTHERS HALL,"{""coordinates"": [-76.4936974, 44.2263987], ""type"": ""Point""}","44.2263987, -76.4936974"
8477,76 STUART ST,Queen's University,WATKINS WING,"{""coordinates"": [-76.4926117, 44.2243309], ""type"": ""Point""}","44.2243309, -76.4926117"
8074,1218 HWY 15,Health Centre,GOOD DOCTORS WALK IN CLINIC,"{""coordinates"": [-76.4514486, 44.2705068], ""type"": ""Point""}","44.2705068, -76.4514486"
7785,817 MONTREAL ST,Community Service,INDEPENDENT LIVING CENTRE,"{""coordinates"": [-76.487839, 44.245862], ""type"": ""Point""}","44.245862, -76.487839"
7787,361 MONTREAL ST,Community Service,EXTEND-A-FAMILY KINGSTON,"{""coordinates"": [-76.487243, 44.2414037], ""type"": ""Point""}","44.2414037, -76.487243"
8589,15 POINT ST. MARK DR,Playground,POINT ST. MARK PARK PLAYGROUND 1,"{""coordinates"": [-76.4624922, 44.2554071], ""type"": ""Point""}","44.2554071, -76.4624922"
8590,455 ST. MARTHA ST,Playground,ST. MARTHA ELEMENTARY SCHOOL PLAYGROUND,"{""coordinates"": [-76.4474723, 44.2647549], ""type"": ""Point""}","44.2647549, -76.4474723"
8879,4 YACHT CLUB LN,Recreation Centre,KINGSTON MILITARY FAMILY RESOURCE CENTRE-PLAYGROUND,"{""coordinates"": [-76.4485121, 44.2371011], ""type"": ""Point""}","44.2371011, -76.4485121"
8591,1016 BLUFFWOOD AVE,Playground,BLUFFWOOD PARKETTE PLAYGROUND,"{""coordinates"": [-76.4388107, 44.2706455], ""type"": ""Point""}","44.2706455, -76.4388107"
8594,48 SEVENTH AVE,Playground,ST. PETER ELEMENTARY SCHOOL PLAYGROUND,"{""coordinates"": [-76.5005785, 44.247066], ""type"": ""Point""}","44.247066, -76.5005785"
8880,67 FRASER ST,Playground,FRASER STREET PARKETTE PLAYGROUND,"{""coordinates"": [-76.4903045, 44.2464805], ""type"": ""Point""}","44.2464805, -76.4903045"
8881,15 OAK ST,Playground,MAX JACKSON PARK PLAYGROUND,"{""coordinates"": [-76.5028896, 44.2513243], ""type"": ""Point""}","44.2513243, -76.5028896"
8211,512 FRONTENAC ST,Place of Worship,ST. FRANCOIS D'ASSISE ROMAN CATHOLIC CHURCH,"{""coordinates"": [-76.4995034, 44.2366943], ""type"": ""Point""}","44.2366943, -76.4995034"
8489,255 KINGSCOURT AVE,Place of Worship,KINGSCOURT UNITED CHURCH,"{""coordinates"": [-76.501389, 44.2504107], ""type"": ""Point""}","44.2504107, -76.501389"
8490,2647 38 HWY,Place of Worship,KINGSTON CHRISTIAN FELLOWSHIP CHURCH,"{""coordinates"": [-76.6143959, 44.314965], ""type"": ""Point""}","44.314965, -76.6143959"
8801,5 MILES AVE,Place of Worship,POLSON PARK FREE METHODIST CHURCH,"{""coordinates"": [-76.5279112, 44.2350875], ""type"": ""Point""}","44.2350875, -76.5279112"
7190,552 PRINCESS ST,Community Service,ADDICTIONS AND MENTAL HEALTH SERVICES KFLA,"{""coordinates"": [-76.4980544, 44.2352069], ""type"": ""Point""}","44.2352069, -76.4980544"
8077,400 ELLIOT AVE,Community Service,CANADIAN MENTAL HEALTH SERVICES KINGSTON BRANCH,"{""coordinates"": [-76.4977754, 44.2557187], ""type"": ""Point""}","44.2557187, -76.4977754"
8078,234 BROCK ST,Community Service,KINGSTON YOUTH SHELTER,"{""coordinates"": [-76.4879941, 44.2313669], ""type"": ""Point""}","44.2313669, -76.4879941"
7491,82 Sydenham St,Community Service,AUTISM ONTARIO KINGSTON CHAPTER,"{""coordinates"": [-76.488089, 44.230023], ""type"": ""Point""}","44.230023, -76.488089"
8079,720 Progress Ave,Community Service,HEART & STROKE FOUNDATION KINGSTON OFFICE,"{""coordinates"": [-76.5716954, 44.2469279], ""type"": ""Point""}","44.2469279, -76.5716954"
8291,146 GUTHRIE DR,Playground,SNIDER PARK PLAYGROUND 1,"{""coordinates"": [-76.4815949, 44.2731511], ""type"": ""Point""}","44.2731511, -76.4815949"
8598,19 CRERAR BLVD,Playground,R G SINCLAIR PUBLIC SCHOOL PLAYGROUND,"{""coordinates"": [-76.5699657, 44.2170917], ""type"": ""Point""}","44.2170917, -76.5699657"
8599,251 MCMAHON AVE,Playground,LORD STRATHCONA PUBLIC SCHOOL PLAYGROUND 1,"{""coordinates"": [-76.5220402, 44.2502742], ""type"": ""Point""}","44.2502742, -76.5220402"
8214,4 PASSCHENDALE DR,Museum,ROYAL MILITARY COLLEGE MUSEUM,"{""coordinates"": [-76.4695218, 44.2277075], ""type"": ""Point""}","44.2277075, -76.4695218"
9087,95 CRAFTSMAN BLVD,Museum,MILITARY COMMUNICATIONS AND ELECTRONICS MUSEUM,"{""coordinates"": [-76.4397962, 44.2422288], ""type"": ""Point""}","44.2422288, -76.4397962"
8492,1200 PRINCESS ST,Museum,SISTERS OF PROVIDENCE ARCHIVES,"{""coordinates"": [-76.5232461, 44.2445667], ""type"": ""Point""}","44.2445667, -76.5232461"
7654,244 SIR JOHN A. MACDONALD BLVD,Queen's University,QUEEN'S UNIVERSITY SOLAR EDUCATION CENTRE,"{""coordinates"": [-76.51448, 44.2259133], ""type"": ""Point""}","44.2259133, -76.51448"
7656,WATERSIDE WY,Parkette,GREENWOOD PARK WEST PARKETTE,"{""coordinates"": [-76.4520945, 44.2742152], ""type"": ""Point""}","44.2742152, -76.4520945"
7658,773 HWY 15,Soccer Field,LA SALLE HS FRONT SPORTS FIELD,"{""coordinates"": [-76.4598709, 44.2529114], ""type"": ""Point""}","44.2529114, -76.4598709"
7660,216 ONTARIO ST,Washroom,VISITOR INFORMATION CENTRE WASHROOM,"{""coordinates"": [-76.4801586, 44.2293028], ""type"": ""Point""}","44.2293028, -76.4801586"
7496,35 LYONS ST,Community Garden,COMMUNITY HARVEST GARDEN,"{""coordinates"": [-76.4988201, 44.2555425], ""type"": ""Point""}","44.2555425, -76.4988201"
8296,4075 BATH RD,Baseball Field,COLLINS BAY PUBLIC SCHOOL BASEBALL FIELD,"{""coordinates"": [-76.6111098, 44.2421946], ""type"": ""Point""}","44.2421946, -76.6111098"
8601,303 YORK ST,Baseball Field,KMC BASEBALL FIELD 1,"{""coordinates"": [-76.5015235, 44.2400315], ""type"": ""Point""}","44.2400315, -76.5015235"
8297,,Baseball Field,ROYAL CANADIAN LEGION - BRANCH 560 BASEBALL FIELD,"{""coordinates"": [-76.4885484, 44.2517379], ""type"": ""Point""}","44.2517379, -76.4885484"
8298,141 THIRD AVE,Baseball Field,THIRD AVENUE PARK BASEBALL FIELD,"{""coordinates"": [-76.505454, 44.2455193], ""type"": ""Point""}","44.2455193, -76.505454"
8299,41 GRENADIER DR,Baseball Field,GRENADIER PARK BASEBALL FIELD,"{""coordinates"": [-76.4567181, 44.2549162], ""type"": ""Point""}","44.2549162, -76.4567181"
8300,550 ARAGON RD,Baseball Field,HEMLOCK DOWNS PARK BASEBALL FIELD,"{""coordinates"": [-76.4616923, 44.3069538], ""type"": ""Point""}","44.3069538, -76.4616923"
8804,836 MUIRFIELD CRES,Park,BEXLEY GATE PARK,"{""coordinates"": [-76.5609019, 44.253089], ""type"": ""Point""}","44.253089, -76.5609019"
8498,400 GORE RD,Park,BUTTERNUT CREEK NATURE PARK,"{""coordinates"": [-76.4430784, 44.2624396], ""type"": ""Point""}","44.2624396, -76.4430784"
8499,23 ONTARIO ST,Park,AN GORTA MOR PARK,"{""coordinates"": [-76.4850028, 44.224165], ""type"": ""Point""}","44.224165, -76.4850028"
8500,412 RIDEAU ST,Park,KATINGS SOCCER FIELDS,"{""coordinates"": [-76.4854783, 44.2437913], ""type"": ""Point""}","44.2437913, -76.4854783"
8805,590 GLENVIEW AVE,Park,POPLAR GROVE PARK,"{""coordinates"": [-76.4225674, 44.2507569], ""type"": ""Point""}","44.2507569, -76.4225674"
9091,,Park,PLACE D'ARMES WALK,"{""coordinates"": [-76.4797971, 44.2350442], ""type"": ""Point""}","44.2350442, -76.4797971"
8218,62 OAK ST,Park,OAK STREET PARK,"{""coordinates"": [-76.5048952, 44.2479432], ""type"": ""Point""}","44.2479432, -76.5048952"
8219,40 COMPTON ST,Park,HEADWAY PARK,"{""coordinates"": [-76.4888948, 44.2635712], ""type"": ""Point""}","44.2635712, -76.4888948"
7964,90 MONTREAL ST,Historic Site,PRINCESS OF WALES' OWN REGIMENTAL,"{""coordinates"": [-76.4855681, 44.2338787], ""type"": ""Point""}","44.2338787, -76.4855681"
7966,1550 PRINCESS ST,Hotel / Motel,AMBASSADOR CONFERENCE RESORT,"{""coordinates"": [-76.5371204, 44.2523281], ""type"": ""Point""}","44.2523281, -76.5371204"
7662,11 BENSON ST,Hotel / Motel,HOLIDAY INN EXPRESS,"{""coordinates"": [-76.497211, 44.2667964], ""type"": ""Point""}","44.2667964, -76.497211"
7391,1 FIRST CANADA AV,Hotel / Motel,DAYS INN,"{""coordinates"": [-76.4964858, 44.2629248], ""type"": ""Point""}","44.2629248, -76.4964858"
7195,51 VIRGINIA ST,Playground,ECOLE REMI-GAULIN PLAYGROUND 2,"{""coordinates"": [-76.4867228, 44.269086], ""type"": ""Point""}","44.269086, -76.4867228"
8088,100 COMPTON ST,Playground,100-110 COMPTON ST PLAYGROUND,"{""coordinates"": [-76.4899579, 44.2635653], ""type"": ""Point""}","44.2635653, -76.4899579"
8605,251 MCMAHON AVE,Baseball Field,LORD STRATHCONA PUBLIC SCHOOL BASEBALL FIELD,"{""coordinates"": [-76.522758, 44.2513102], ""type"": ""Point""}","44.2513102, -76.522758"
8711,151 ORDNANCE ST,Splash Pad,MCBURNEY PARK WADING POOL,"{""coordinates"": [-76.4884881, 44.2353773], ""type"": ""Point""}","44.2353773, -76.4884881"
8503,1745 JESSE CRES,Park,SUNNYSIDE PARK,"{""coordinates"": [-76.5370273, 44.2854622], ""type"": ""Point""}","44.2854622, -76.5370273"
8220,81 INDIAN RD,Park,STRATHCONA PARK,"{""coordinates"": [-76.5268785, 44.2513113], ""type"": ""Point""}","44.2513113, -76.5268785"
9092,21 CARLISLE ST,Park,FRIENDSHIP PARK,"{""coordinates"": [-76.4908226, 44.2373903], ""type"": ""Point""}","44.2373903, -76.4908226"
8221,346 COLLEGE ST,Park,COMPTON PARK CHANGER ROOM,"{""coordinates"": [-76.5105349, 44.2345917], ""type"": ""Point""}","44.2345917, -76.5105349"
8505,225 ONTARIO ST,Park,CONFEDERATION PARK,"{""coordinates"": [-76.4795171, 44.2298197], ""type"": ""Point""}","44.2298197, -76.4795171"
8809,73 JANE AVE,Park,GLENARDEN PARK,"{""coordinates"": [-76.5200294, 44.248129], ""type"": ""Point""}","44.248129, -76.5200294"
8506,434 MCEWEN DR,Park,LA SALLE PARK,"{""coordinates"": [-76.5737938, 44.2326407], ""type"": ""Point""}","44.2326407, -76.5737938"
7397,6 MERRITT DR,RMC,COMMANDANTS RESIDENCE,"{""coordinates"": [-76.4687349, 44.2326809], ""type"": ""Point""}","44.2326809, -76.4687349"
7967,5 VALOUR DR,RMC,FORT BRANT DORMITORY,"{""coordinates"": [-76.4691211, 44.2313037], ""type"": ""Point""}","44.2313037, -76.4691211"
7968,20 AMIENS AV,RMC,FORT LASALLE DORMITORY,"{""coordinates"": [-76.4689209, 44.2299249], ""type"": ""Point""}","44.2299249, -76.4689209"
7969,19 POINT FREDERICK DR,RMC,STONE FRIGRATE DORMITORY,"{""coordinates"": [-76.4665257, 44.2295841], ""type"": ""Point""}","44.2295841, -76.4665257"
7667,17 GENERAL CRERAR CR,RMC,SAWYER BLDG 1-2,"{""coordinates"": [-76.4667168, 44.2305966], ""type"": ""Point""}","44.2305966, -76.4667168"
7398,3 VERITE AV,RMC,BIRCHALL PAVILLION,"{""coordinates"": [-76.4676765, 44.234381], ""type"": ""Point""}","44.234381, -76.4676765"
7668,1106 LEN BIRCHALL WY,Airport Facility,NAVCAN FLIGHT TOWER,"{""coordinates"": [-76.5964609, 44.2193454], ""type"": ""Point""}","44.2193454, -76.5964609"
7800,111 NORMAN ROGERS DR,Swingset,RODDEN PARK SWINGSET,"{""coordinates"": [-76.5196102, 44.2332386], ""type"": ""Point""}","44.2332386, -76.5196102"
7502,85 GROSVENOR CRT,Playground,ONGWANADA BALSAM GROVE CENTRE  PLAYGROUND,"{""coordinates"": [-76.5342002, 44.2477446], ""type"": ""Point""}","44.2477446, -76.5342002"
7503,219 VAN ORDER DR,Swing Set,LAFLEUR PARK SWING SET,"{""coordinates"": [-76.5238777, 44.2391627], ""type"": ""Point""}","44.2391627, -76.5238777"
8089,1810 Jade Ave,Swingset,JADE AVE PARK SWINGSET,"{""coordinates"": [-76.5810534, 44.2775548], ""type"": ""Point""}","44.2775548, -76.5810534"
8712,100 DAYS RD,Arena,CENTRE 70,"{""coordinates"": [-76.5683806, 44.2189703], ""type"": ""Point""}","44.2189703, -76.5683806"
8996,1180 WOODBINE RD,BMX Track,WOODBINE PARK BMX TRACK,"{""coordinates"": [-76.6052663, 44.2604522], ""type"": ""Point""}","44.2604522, -76.6052663"
9001,1805 2 HWY,Basketball Court,MADOMA PARK BASKETBALL 1,"{""coordinates"": [-76.3750871, 44.2645872], ""type"": ""Point""}","44.2645872, -76.3750871"
8225,964 LINCOLN DR,Park,PIMLICO PARK,"{""coordinates"": [-76.5876942, 44.241076], ""type"": ""Point""}","44.241076, -76.5876942"
8226,52 NOTCH HILL RD,Parkette,SILAS STEVENS PARKETTE,"{""coordinates"": [-76.5311994, 44.2378235], ""type"": ""Point""}","44.2378235, -76.5311994"
7546,9 ORCHARD ST,Playground,EMMA MARTIN PARK PLAYGROUND,"{""coordinates"": [-76.4810851, 44.242906], ""type"": ""Point""}","44.242906, -76.4810851"
8125,411 MALABAR DR,Place of Worship,MEADOWBROOK BIBLE CHAPEL,"{""coordinates"": [-76.5502916, 44.2406845], ""type"": ""Point""}","44.2406845, -76.5502916"
7254,114 WRIGHT CR,Community Service,ONGWANADA CRESCENT COMMUNITY CENTRE,"{""coordinates"": [-76.5162803, 44.2399768], ""type"": ""Point""}","44.2399768, -76.5162803"
7505,268 OLD QUARRY RD,Outdoor Rink (Community),O'CONNOR PARK OUTDOOR RINK,"{""coordinates"": [-76.524313, 44.2557298], ""type"": ""Point""}","44.2557298, -76.524313"
7199,487 BROCK ST,Playground,VICTORIA PARK PLAYGROUND 2,"{""coordinates"": [-76.4983227, 44.2338138], ""type"": ""Point""}","44.2338138, -76.4983227"
7804,1170 HALIFAX DR,Swingset,HALIFAX DR PARK SWINGSET,"{""coordinates"": [-76.5573994, 44.266659], ""type"": ""Point""}","44.266659, -76.5573994"
7806,303 YORK ST,Cricket Field,KMC CRICKET FIELD,"{""coordinates"": [-76.5009079, 44.2405284], ""type"": ""Point""}","44.2405284, -76.5009079"
7507,32 ADELAIDE ST,Mini Soccer Field,FRONTENAC SCHOOL PARKETTE MIN SOCCER FIELD,"{""coordinates"": [-76.4937582, 44.2405881], ""type"": ""Point""}","44.2405881, -76.4937582"
7807,779 HWY 15,Community Centre,KINGSTON EAST COMMUNITY CENTRE,"{""coordinates"": [-76.4588826, 44.2545103], ""type"": ""Point""}","44.2545103, -76.4588826"
8714,736 HIGH GATE PARK DR,Basketball Court,JOHN XXIII ELEMENTARY SCHOOL (BASKETBALL COURT),"{""coordinates"": [-76.6031538, 44.246805], ""type"": ""Point""}","44.246805, -76.6031538"
8715,810 EDGAR ST,Basketball Court,TRILLIUM RIDGE PARK BASKETBALL COURT,"{""coordinates"": [-76.5515121, 44.2518693], ""type"": ""Point""}","44.2518693, -76.5515121"
8717,120 NORMAN ROGERS DR,Basketball Court,CENTENNIAL PUBLIC SCHOOL BASKETBALL,"{""coordinates"": [-76.5202806, 44.2313583], ""type"": ""Point""}","44.2313583, -76.5202806"
9002,190 WELBORNE AVE,Basketball Court,WELBORNE SCHOOL BASKETBALL COURT,"{""coordinates"": [-76.5791601, 44.222786], ""type"": ""Point""}","44.222786, -76.5791601"
9096,41 GRENADIER DR,Park,GRENADIER PARK,"{""coordinates"": [-76.4569377, 44.2550364], ""type"": ""Point""}","44.2550364, -76.4569377"
8814,219 GREEN BAY RD,Parkette,BARRIEFIELD PARKETTE,"{""coordinates"": [-76.4649003, 44.2401867], ""type"": ""Point""}","44.2401867, -76.4649003"
8230,423 ELLIOTT AVE,Park,KEN MATTHEWS PARK,"{""coordinates"": [-76.5001958, 44.2568051], ""type"": ""Point""}","44.2568051, -76.5001958"
8231,1648 JOYCEVILLE RD,Park,PIERSON PARK,"{""coordinates"": [-76.3308661, 44.3024328], ""type"": ""Point""}","44.3024328, -76.3308661"
8232,303 YORK ST,Park,KINGSTON MEMORIAL CENTRE (PARK),"{""coordinates"": [-76.5000008, 44.240296], ""type"": ""Point""}","44.240296, -76.5000008"
8817,56 FRANCIS ST,Park,PORTSMOUTH SOCCER FIELDS PARK,"{""coordinates"": [-76.5223222, 44.2258361], ""type"": ""Point""}","44.2258361, -76.5223222"
8518,1812 MACALPINE RD,Park,RIVERWOOD PARK,"{""coordinates"": [-76.2473832, 44.3103075], ""type"": ""Point""}","44.3103075, -76.2473832"
7547,1170 HALIFAX DR,Playground,HALIFAX DR PARK PLAYGROUND,"{""coordinates"": [-76.55731, 44.2666393], ""type"": ""Point""}","44.2666393, -76.55731"
8127,1410 SPROULE ST,Baseball Field,HOLSGROVE PUBLIC SCHOOL BASEBALL FIELD,"{""coordinates"": [-76.6209776, 44.2693026], ""type"": ""Point""}","44.2693026, -76.6209776"
7548,506 CONSERVATORY DR,Playground,CONSERVATORY POND PARK PLAYGROUND,"{""coordinates"": [-76.5892266, 44.2352529], ""type"": ""Point""}","44.2352529, -76.5892266"
8129,1300 BATH RD,Military Family Resource Centre,KINGSTON MILITARY FAMILY RESOURCE CENTRE-WEST END,"{""coordinates"": [-76.5447941, 44.2394177], ""type"": ""Point""}","44.2394177, -76.5447941"
7549,263 WELLER AVE,Parkette,KCHC PARKETTE,"{""coordinates"": [-76.4911286, 44.2622327], ""type"": ""Point""}","44.2622327, -76.4911286"
7854,130 PARKWAY,Trail Access,RIDEAU TRAIL PARKWAY ACCESS PNT,"{""coordinates"": [-76.5349481, 44.2479427], ""type"": ""Point""}","44.2479427, -76.5349481"
7551,937 PURDY'S MILLS RD,Trail Access,RIDEAU TRAIL PURDY'S MILL RD ACCESS PNT,"{""coordinates"": [-76.5407978, 44.2599904], ""type"": ""Point""}","44.2599904, -76.5407978"
7855,CATARAQUI CEMETERY,Trail Access,RIDEAU TRAIL CATARAQUI CEMETARY RD ACCESS PNT,"{""coordinates"": [-76.5440413, 44.2680216], ""type"": ""Point""}","44.2680216, -76.5440413"
7204,15 POINT ST. MARK DR,Playground,POINT ST. MARK PARK PLAYGROUND 2,"{""coordinates"": [-76.4626618, 44.2551743], ""type"": ""Point""}","44.2551743, -76.4626618"
7508,361 ROOSEVELT DR,Basketball Court,J R HENDERSON PUBLIC SCHOOL BASKETBALL COURT 3,"{""coordinates"": [-76.5767489, 44.2286351], ""type"": ""Point""}","44.2286351, -76.5767489"
7509,279 WELLINGTON ST,Criminal Court,ONTARIO CRIMINAL COURT,"{""coordinates"": [-76.481108, 44.2346842], ""type"": ""Point""}","44.2346842, -76.481108"
7810,164 VAN ORDER DR,Education Facility,LIMESTONE SCHOOL OF COMMUNITY EDUCATION,"{""coordinates"": [-76.5214705, 44.2376779], ""type"": ""Point""}","44.2376779, -76.5214705"
