ROAD_ELEMENT_ID,STREET_BODY_NAME,STREET_TYPE_SUFFIX,DIRECTION_SUFFIX,STREET_CP,FROM_STREET,TO_STREET,PLOW_ROUTE,F_ADDR_L,T_ADDR_L,F_ADDR_R,T_ADDR_R,F_ADDR_L_911,T_ADDR_L_911,F_ADDR_R_911,T_ADDR_R_911,NO_OF_LANE,GIS_CLASS,JURISDICTION,RIGHT_SIDE_PARITY,TRAFFIC_FLOW,STATUS,MUNICIPALITY,RIGHT_MUNICIPALITY,LEFT_MUNICIPALITY,ROAD_LEVEL,STREET_TYPE_SHORT,MAP_LABEL,GeoJSON,geo_point_2d
993,TAYLOR-KIDD,BLVD,,TAYLOR-KIDD BLVD,LISTON DR,MONA DR,10A,1059,1111,,,1059,1199,1070,1200,4,ARTERIAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,BV,Taylor-Kidd Blvd,"{""coordinates"": [[-76.5945004, 44.2515535], [-76.5968866, 44.2521464], [-76.5970321, 44.2521775], [-76.5971789, 44.252205], [-76.5973269, 44.2522288], [-76.597476, 44.252249], [-76.597626, 44.2522654], [-76.5977767, 44.2522782], [-76.5979279, 44.2522872], [-76.5980794, 44.2522925], [-76.5982312, 44.252294], [-76.5983828, 44.2522918], [-76.5985343, 44.2522859], [-76.5986854, 44.2522762], [-76.598836, 44.2522628], [-76.5989859, 44.2522456], [-76.5991348, 44.2522248], [-76.5992826, 44.2522004], [-76.5994292, 44.2521722], [-76.5995744, 44.2521405], [-76.599718, 44.2521053], [-76.5998598, 44.2520665], [-76.6015474, 44.251566]], ""type"": ""LineString""}","44.251999840165105, -76.59803039926092"
2115,KINGSCOURT,AVE,,KINGSCOURT AVE,OAK ST,HILLCREST AVE,22B,258,282,255,269,258,282,255,269,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Kingscourt Ave,"{""coordinates"": [[-76.5018057, 44.2499177], [-76.5018868, 44.2510735]], ""type"": ""LineString""}","44.250495599999994, -76.50184625"
3342,WATERLOO,DR,,WATERLOO DR,GRANDTRUNK AVE,WALKER CRT,7B,363,363,360,366,359,363,360,368,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Waterloo Dr,"{""coordinates"": [[-76.552862, 44.2541868], [-76.5538513, 44.2544282]], ""type"": ""LineString""}","44.254307499999996, -76.55335665000001"
3390,ESTAFETTE,ST,,ESTAFETTE ST,SOUTHERLY END,SIGNAL AVE,8C-R,,,1,1,2,4,1,3,2,LOCAL,FEDERAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Estafette St,"{""coordinates"": [[-76.4385159, 44.2400292], [-76.437443, 44.2401125], [-76.4374993, 44.2405208], [-76.4375272, 44.2407316], [-76.437529, 44.2407381], [-76.4375302, 44.2407448], [-76.4375308, 44.2407515], [-76.4375309, 44.2407581], [-76.4375304, 44.2407648], [-76.4375294, 44.2407715], [-76.4375279, 44.240778], [-76.4375259, 44.2407846], [-76.4375232, 44.240791], [-76.4375201, 44.2407972], [-76.4375164, 44.2408034], [-76.4375123, 44.2408094], [-76.4375077, 44.2408152], [-76.4375026, 44.2408208], [-76.437497, 44.2408262], [-76.4374911, 44.2408313], [-76.4374875, 44.2408339], [-76.4374847, 44.2408361], [-76.4374779, 44.2408406], [-76.4374709, 44.2408449], [-76.4374633, 44.2408489], [-76.4374555, 44.2408525], [-76.4374475, 44.2408559], [-76.4374391, 44.2408588], [-76.4374306, 44.2408614], [-76.4374219, 44.2408636], [-76.4374129, 44.2408655], [-76.4374038, 44.2408669], [-76.4373947, 44.240868], [-76.4373854, 44.2408688], [-76.436042, 44.2409627]], ""type"": ""LineString""}","44.24053724696578, -76.437330006603"
2872,MANGAN,BLVD,,MANGAN BLVD,BREWERS MILLS RD,LOCKVIEW CRES,7C-R,4150,4162,4153,4177,4140,4180,4141,4179,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,BV,Mangan Blvd,"{""coordinates"": [[-76.3083166, 44.4131892], [-76.30832, 44.4132812], [-76.3082832, 44.4135138], [-76.3082619, 44.4136233], [-76.3082308, 44.4137316], [-76.30819, 44.4138383], [-76.3081175, 44.413991], [-76.3080899, 44.414045], [-76.3080511, 44.4141227], [-76.3073067, 44.4155168], [-76.307223, 44.4156827], [-76.3071973, 44.4157397], [-76.3071751, 44.4157999], [-76.3071548, 44.4158613], [-76.3071367, 44.4159203], [-76.3071208, 44.4159727], [-76.3071152, 44.416005], [-76.3071116, 44.4160801], [-76.3071084, 44.4161737]], ""type"": ""LineString""}","44.414689204720005, -76.30773663473873"
1342,LEE,RD,,LEE RD,BABCOCK RD,WESTERLY END,42R,2785,2947,2830,2966,2775,2967,2776,2966,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Lee Rd,"{""coordinates"": [[-76.5845082, 44.3461193], [-76.5845585, 44.3461057], [-76.5846095, 44.3460934], [-76.584661, 44.3460823], [-76.584713, 44.3460725], [-76.5847655, 44.346064], [-76.5848183, 44.3460568], [-76.5848715, 44.346051], [-76.5849249, 44.3460464], [-76.5849785, 44.3460432], [-76.5852458, 44.3460311], [-76.5864291, 44.3459864], [-76.5876673, 44.3459441], [-76.5879109, 44.345925], [-76.5880606, 44.345905], [-76.5895829, 44.34561], [-76.5899621, 44.3455374], [-76.5905036, 44.3454477], [-76.5912877, 44.3453506], [-76.5927208, 44.3451436], [-76.5928316, 44.3451245], [-76.5928433, 44.3451221], [-76.5928549, 44.3451195], [-76.5928664, 44.3451166], [-76.5928777, 44.3451134], [-76.5928888, 44.3451099], [-76.5928998, 44.3451062], [-76.5929106, 44.3451022], [-76.5929212, 44.3450979], [-76.5929316, 44.3450933], [-76.5929417, 44.3450885], [-76.5929516, 44.3450835], [-76.5929613, 44.3450782], [-76.5929707, 44.3450727], [-76.5929798, 44.3450669], [-76.5929887, 44.3450609], [-76.5929972, 44.3450547], [-76.5930055, 44.3450483], [-76.5930134, 44.3450417], [-76.5930211, 44.3450349], [-76.5930283, 44.345028], [-76.5930353, 44.3450208], [-76.5930419, 44.3450135], [-76.5930481, 44.345006], [-76.593054, 44.3449984], [-76.5930595, 44.3449906], [-76.5930646, 44.3449827], [-76.5930694, 44.3449746], [-76.5930737, 44.3449665], [-76.5930777, 44.3449583], [-76.5930812, 44.3449499], [-76.5930844, 44.3449415], [-76.5930871, 44.344933], [-76.5930895, 44.3449244], [-76.5930914, 44.3449158], [-76.5930929, 44.3449072], [-76.593094, 44.3448985], [-76.5930946, 44.3448898], [-76.5930949, 44.3448811], [-76.5930876, 44.3442281], [-76.5930889, 44.3440171], [-76.5930953, 44.3439333], [-76.5930966, 44.3439163], [-76.5930987, 44.3438993], [-76.5931017, 44.3438823], [-76.5931054, 44.3438655], [-76.5931099, 44.3438487], [-76.5931152, 44.343832], [-76.5931213, 44.3438155], [-76.5931282, 44.3437992], [-76.5931359, 44.343783], [-76.5931443, 44.3437671], [-76.5931535, 44.3437513], [-76.5931634, 44.3437358], [-76.5931741, 44.3437205], [-76.5931854, 44.3437055], [-76.5931975, 44.3436908], [-76.5932103, 44.3436764], [-76.5932238, 44.3436623], [-76.5932379, 44.3436486], [-76.5932526, 44.3436352], [-76.5932662, 44.343624], [-76.5932804, 44.3436132], [-76.593295, 44.3436027], [-76.5933101, 44.3435925], [-76.5933256, 44.3435827], [-76.5933416, 44.3435733], [-76.593358, 44.3435643], [-76.5933748, 44.3435556], [-76.5933921, 44.3435474], [-76.5937472, 44.3433691], [-76.5937585, 44.343363], [-76.5937695, 44.3433567], [-76.5937801, 44.3433501], [-76.5937905, 44.3433433], [-76.5938005, 44.3433362], [-76.5938101, 44.3433289], [-76.5938195, 44.3433213], [-76.5938284, 44.3433136], [-76.593837, 44.3433056], [-76.5938452, 44.3432974], [-76.593853, 44.343289], [-76.5938604, 44.3432804], [-76.5938674, 44.3432716], [-76.593874, 44.3432627], [-76.5938801, 44.3432537], [-76.5938858, 44.3432444], [-76.5938911, 44.3432351], [-76.5938959, 44.3432256], [-76.5939424, 44.3431057], [-76.5939946, 44.3430091], [-76.5940545, 44.3429418]], ""type"": ""LineString""}","44.34527655897613, -76.58983401837762"
1405,DIVISION,ST,,DIVISION ST,COLBORNE ST,ELLICE ST,1A,220,224,223,229,220,226,219,229,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Division St,"{""coordinates"": [[-76.4934034, 44.2348874], [-76.4935035, 44.2352914]], ""type"": ""LineString""}","44.23508940000001, -76.49345345"
3064,AMARYLLIS,ST,,AMARYLLIS ST,KANANASKIS DR,ROSHAN DR,35R,730,750,729,741,730,750,729,741,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Amaryllis St,"{""coordinates"": [[-76.6261266, 44.2698377], [-76.6280155, 44.2698154]], ""type"": ""LineString""}","44.26982654999999, -76.62707105000001"
5543,SQUIRREL HILL,DR,,SQUIRREL HILL DR,MANDARA DR,WINDERMERE DR,35R,722,734,701,733,700,734,701,733,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Squirrel Hill Dr,"{""coordinates"": [[-76.6269033, 44.2722096], [-76.626005, 44.2722178], [-76.6259916, 44.2722156], [-76.6259779, 44.2722143], [-76.6259642, 44.2722139], [-76.6259505, 44.2722143], [-76.6259368, 44.2722155], [-76.6259233, 44.2722177], [-76.6259102, 44.2722206], [-76.6258974, 44.2722244], [-76.6258851, 44.2722289], [-76.6258734, 44.2722342], [-76.6258624, 44.2722402], [-76.6258521, 44.2722469], [-76.6258427, 44.2722541], [-76.6258342, 44.272262], [-76.6258266, 44.2722703], [-76.6258201, 44.272279], [-76.6258147, 44.2722882], [-76.6258104, 44.2722976], [-76.6258072, 44.2723072], [-76.6258052, 44.272317], [-76.6258044, 44.2723269], [-76.6258048, 44.2723368], [-76.625802, 44.273235]], ""type"": ""LineString""}","44.272467349572736, -76.62609720808868"
5544,MANDARA,DR,,MANDARA DR,SQUIRREL HILL DR,MANDARA DR,35R,621,629,616,636,615,635,616,636,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Mandara Dr,"{""coordinates"": [[-76.6269033, 44.2722096], [-76.6269216, 44.2733038]], ""type"": ""LineString""}","44.2727567, -76.62691244999999"
5548,MANDARA,DR,,MANDARA DR,ROSHAN DR,SQUIRREL HILL DR,35R,615,615,600,608,615,615,600,608,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Mandara Dr,"{""coordinates"": [[-76.6268949, 44.2714632], [-76.6269033, 44.2722096]], ""type"": ""LineString""}","44.2718364, -76.6268991"
992,LINCOLN,DR,,LINCOLN DR,HILLVIEW RD,TACOMA CRES,33R,,,1188,1208,1189,1201,1188,1208,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Lincoln Dr,"{""coordinates"": [[-76.5999653, 44.2453941], [-76.599991, 44.245978], [-76.6000427, 44.24629]], ""type"": ""LineString""}","44.24584333109107, -76.59999173807506"
560,CHELSEA,RD,,CHELSEA RD,BICKNELL CRES,DONELL CRT,34R,353,355,352,352,353,355,352,356,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Chelsea Rd,"{""coordinates"": [[-76.5803256, 44.2260059], [-76.5809211, 44.2261626]], ""type"": ""LineString""}","44.22608425, -76.58062335"
5541,WINDERMERE,DR,,WINDERMERE DR,WESTBROOK RD,SQUIRREL HILL DR,35R,801,813,800,816,801,813,800,816,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Windermere Dr,"{""coordinates"": [[-76.6247142, 44.2732086], [-76.6248523, 44.273218], [-76.6250449, 44.2732123], [-76.6252375, 44.2732106], [-76.6254301, 44.2732129], [-76.625802, 44.273235]], ""type"": ""LineString""}","44.27321666980106, -76.62525815249951"
1655,DANBURY,RD,,DANBURY RD,MILFORD DR,PEMBRIDGE CRES,30R,825,897,824,900,821,899,820,900,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Danbury Rd,"{""coordinates"": [[-76.5815304, 44.2471902], [-76.584839, 44.2482221], [-76.5848873, 44.2482349], [-76.584936, 44.2482466], [-76.5849852, 44.2482573], [-76.5850349, 44.2482668], [-76.585085, 44.2482753], [-76.5851353, 44.2482826], [-76.5851914, 44.2482894], [-76.5852478, 44.2482949], [-76.5853044, 44.2482989], [-76.5853611, 44.2483016], [-76.5854179, 44.2483028], [-76.5854748, 44.2483027], [-76.5862295, 44.2482735]], ""type"": ""LineString""}","44.24787203093566, -76.5838593601254"
2591,ROCKWOOD,DR,,ROCKWOOD DR,BRISTOL ST,HARRISON CRT,32R,1235,1253,1240,1244,1235,1257,1240,1254,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Rockwood Dr,"{""coordinates"": [[-76.6075384, 44.2532801], [-76.6077236, 44.2532116], [-76.6078353, 44.2531519], [-76.608554, 44.252787]], ""type"": ""LineString""}","44.25304153550361, -76.60804963668741"
1867,MATIAS,CRT,,MATIAS CRT,SOUTHERLY END,OTTAWA ST,35R,1275,1303,1274,1302,1275,1303,1274,1302,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CT,Matias Crt,"{""coordinates"": [[-76.6219281, 44.2718478], [-76.6219508, 44.2729933], [-76.6219517, 44.2730373]], ""type"": ""LineString""}","44.27244255027201, -76.62193988649132"
373,CHAMPLAIN,AVE,,CHAMPLAIN AVE,ALGONQUIN TERR,PORTSMOUTH AVE,4B,46,50,35,53,36,54,35,55,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Champlain Ave,"{""coordinates"": [[-76.5286618, 44.2552386], [-76.5299798, 44.2551788]], ""type"": ""LineString""}","44.2552087, -76.5293208"
3588,MACDONNELL,ST,,MACDONNELL ST,FIRST AVE,THIRD AVE,22A,590,648,595,635,590,648,595,635,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Macdonnell St,"{""coordinates"": [[-76.5060829, 44.2427035], [-76.5062455, 44.2442254], [-76.506246, 44.2442304], [-76.5062462, 44.2442354], [-76.5062461, 44.2442404], [-76.5062458, 44.2442454], [-76.5062453, 44.2442504], [-76.5062446, 44.2442554], [-76.5062436, 44.2442604], [-76.5062423, 44.2442653], [-76.5062408, 44.2442702], [-76.5062391, 44.2442751], [-76.5062372, 44.2442799], [-76.506235, 44.2442847], [-76.5062326, 44.2442894], [-76.50623, 44.244294], [-76.5062271, 44.2442986], [-76.506224, 44.2443031], [-76.5062208, 44.2443075], [-76.5062173, 44.2443119], [-76.5062136, 44.2443161], [-76.5062097, 44.2443203], [-76.5062056, 44.2443244], [-76.5062013, 44.2443283], [-76.5061968, 44.2443322], [-76.5061921, 44.2443359], [-76.5061873, 44.2443395], [-76.5061823, 44.244343], [-76.5061771, 44.2443464], [-76.5061718, 44.2443496], [-76.5061663, 44.2443527], [-76.5061606, 44.2443557], [-76.5061549, 44.2443585], [-76.506149, 44.2443611], [-76.5061429, 44.2443637], [-76.5061368, 44.244366], [-76.5061305, 44.2443683], [-76.5061242, 44.2443703], [-76.5061177, 44.2443722], [-76.5061112, 44.244374]], ""type"": ""LineString""}","44.24357069698716, -76.50616835056823"
2718,MAUREEN,ST,,MAUREEN ST,DONALD ST,LAURA AVE,4C-R,420,460,421,461,402,460,401,461,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Maureen St,"{""coordinates"": [[-76.4531181, 44.2626709], [-76.4504513, 44.2629192]], ""type"": ""LineString""}","44.26279505, -76.45178469999999"
1785,ORDNANCE,ST,,ORDNANCE ST,CLERGY ST E,ALMA ST,16A,176,188,151,151,176,188,151,171,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Ordnance St,"{""coordinates"": [[-76.4883611, 44.2350639], [-76.489346, 44.2352162], [-76.4894711, 44.235263]], ""type"": ""LineString""}","44.23515181512901, -76.48891914162833"
2635,SMALE,CRT,,SMALE CRT,EASTERLY END,KATHARINE CRES,35R,1031,1043,1030,1042,1031,1043,1030,1042,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CT,Smale Crt,"{""coordinates"": [[-76.5998209, 44.2600051], [-76.6004303, 44.2600521]], ""type"": ""LineString""}","44.2600286, -76.6001256"
814,JUNIPER,DR,,JUNIPER DR,CATARAQUI WOODS DR,BERRYWOOD CRES,31R,1241,1257,1234,1240,1241,1257,1234,1260,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Juniper Dr,"{""coordinates"": [[-76.5833213, 44.2665667], [-76.5833213, 44.2665672], [-76.5833467, 44.2673379]], ""type"": ""LineString""}","44.26695230013558, -76.58333399177054"
2904,UNION,ST,,UNION ST,FIFTH FIELD COMPANY LANE,UNIVERSITY AVE,5A,60,74,69,87,60,74,57,89,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Union St,"{""coordinates"": [[-76.4934172, 44.2277655], [-76.4955534, 44.227899]], ""type"": ""LineString""}","44.22783225, -76.49448530000001"
2483,KILBURN,ST,,KILBURN ST,TRUEDELL RD,STANFORD ST,30R,835,871,830,874,831,875,830,874,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Kilburn St,"{""coordinates"": [[-76.5800615, 44.2425908], [-76.5807016, 44.2425654], [-76.5807287, 44.2425651], [-76.5807557, 44.2425654], [-76.5807826, 44.2425664], [-76.5808096, 44.242568], [-76.5808364, 44.2425703], [-76.5808631, 44.2425732], [-76.5808897, 44.2425767], [-76.580916, 44.2425809], [-76.5809422, 44.2425858], [-76.5809681, 44.2425912], [-76.5809938, 44.2425973], [-76.5810192, 44.2426039], [-76.5810442, 44.2426112], [-76.582973, 44.2432561]], ""type"": ""LineString""}","44.24281755562573, -76.58153330905738"
2021,MILFORD,DR,,MILFORD DR,ROBSON PL,KIMBERLEY ST,30R,767,771,762,778,767,773,760,778,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Milford Dr,"{""coordinates"": [[-76.5804887, 44.2497038], [-76.5805103, 44.2500656], [-76.5805146, 44.2500818], [-76.5805197, 44.2500979], [-76.5805255, 44.2501138], [-76.5805321, 44.2501296], [-76.5805394, 44.2501452], [-76.5805475, 44.2501606], [-76.5805563, 44.2501758], [-76.5805659, 44.2501908], [-76.5805761, 44.2502055], [-76.580587, 44.25022], [-76.5805987, 44.2502342], [-76.5806109, 44.2502481], [-76.5806239, 44.2502616], [-76.5807664, 44.2503853]], ""type"": ""LineString""}","44.25007423189842, -76.58056404261987"
2261,JACKSON MILLS,RD,,JACKSON MILLS RD,SOUTHERLY END,MCIVOR RD,40R,1621,1621,1626,1652,1617,1665,1618,1664,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Jackson Mills Rd,"{""coordinates"": [[-76.5682354, 44.2871456], [-76.5680771, 44.2873742], [-76.5678993, 44.2876271], [-76.5675851, 44.2880481], [-76.5672543, 44.2884789], [-76.5671616, 44.2886624]], ""type"": ""LineString""}","44.28790058553412, -76.5676917927179"
2879,OLD OAK,RD,,OLD OAK RD,RICHFIELD PL,NEWCOURT PL,5B,57,75,62,62,43,75,46,74,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Old Oak Rd,"{""coordinates"": [[-76.5302413, 44.2282161], [-76.5295144, 44.2285563], [-76.5294878, 44.2285711], [-76.529462, 44.2285866], [-76.5294369, 44.2286027], [-76.5294126, 44.2286195], [-76.5293892, 44.2286368], [-76.5293666, 44.2286547], [-76.5293448, 44.2286732], [-76.529324, 44.2286922], [-76.5293041, 44.2287117], [-76.5292852, 44.2287317], [-76.5292673, 44.2287522], [-76.5292504, 44.2287731], [-76.5292344, 44.2287944], [-76.5292196, 44.2288161], [-76.5292058, 44.2288381], [-76.5291931, 44.2288605], [-76.5291814, 44.2288832], [-76.5291709, 44.2289062], [-76.5291615, 44.2289294], [-76.5291532, 44.2289529], [-76.5291461, 44.2289765], [-76.5291401, 44.2290003]], ""type"": ""LineString""}","44.22854257428642, -76.52962881781214"
19,MACCLEMENT,DR,,MACCLEMENT DR,MAPLE RIDGE DR,FAIRLEIGH ST,9R,429,449,,,427,451,426,442,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Macclement Dr,"{""coordinates"": [[-76.6298632, 44.2308155], [-76.6298615, 44.2308272], [-76.6298592, 44.2308389], [-76.6298564, 44.2308506], [-76.629853, 44.2308621], [-76.629849, 44.2308736], [-76.6298445, 44.230885], [-76.6298395, 44.2308962], [-76.6298339, 44.2309073], [-76.6298277, 44.2309183], [-76.629821, 44.2309291], [-76.6298139, 44.2309397], [-76.6298061, 44.2309502], [-76.6297979, 44.2309604], [-76.6297893, 44.2309704], [-76.6297801, 44.2309802], [-76.6297704, 44.2309898], [-76.6290875, 44.2317436]], ""type"": ""LineString""}","44.23129085846916, -76.62949473805631"
57,BARRIE,ST,,BARRIE ST,QUEBEC ST,PINE ST,16B,500,508,503,503,500,508,503,507,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Barrie St,"{""coordinates"": [[-76.4904996, 44.2391222], [-76.4907277, 44.239824]], ""type"": ""LineString""}","44.2394731, -76.49061365"
2730,JOHNSON,ST,,JOHNSON ST,BARRIE ST,DIVISION ST,17A,314,344,309,329,314,344,309,329,2,ARTERIAL,MUNICIPAL,ODD,DOWN,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Johnson St,"{""coordinates"": [[-76.4911357, 44.2310171], [-76.4929717, 44.2312845]], ""type"": ""LineString""}","44.2311508, -76.4920537"
123,NIAGARA PARK,DR,,NIAGARA PARK DR,REMORQUAGE DR,HWY 2,8C-A,,,25,33,26,32,25,33,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Niagara Park Dr,"{""coordinates"": [[-76.4553049, 44.2382576], [-76.4553761, 44.238786], [-76.4553776, 44.2389381], [-76.4553627, 44.2390968], [-76.4553355, 44.239288], [-76.4552998, 44.2395634], [-76.4553391, 44.24]], ""type"": ""LineString""}","44.23912821883718, -76.45533841490195"
2733,JOHNSON,ST,,JOHNSON ST,COLLINGWOOD ST,VICTORIA ST,1A,,,583,599,0,0,579,599,2,ARTERIAL,MUNICIPAL,ODD,DOWN,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Johnson St,"{""coordinates"": [[-76.5017261, 44.2315062], [-76.5027569, 44.231476]], ""type"": ""LineString""}","44.2314911, -76.5022415"
2480,SOUTH BARTLETT,ST,,SOUTH BARTLETT ST,SMITH ST,MACDONNELL ST,22R,70,70,53,69,40,70,53,69,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,South Bartlett St,"{""coordinates"": [[-76.5051893, 44.239413], [-76.5058064, 44.2396984]], ""type"": ""LineString""}","44.2395557, -76.50549785"
2485,PRINCESS,ST,,PRINCESS ST,BAGOT ST,MONTREAL ST,17A,156,186,155,193,144,194,147,193,2,COLLECTOR,MUNICIPAL,ODD,DOWN,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Princess St,"{""coordinates"": [[-76.4841695, 44.2318305], [-76.48556, 44.2320456]], ""type"": ""LineString""}","44.23193805, -76.48486475"
3981,,,,,,,P,,,,,0,0,0,0,,SERVICE_PENITENTIARY,PRIVATE,,,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,,JP Penitentiary Rd,"{""coordinates"": [[-76.3472229, 44.3566655], [-76.3478818, 44.3574962], [-76.3481884, 44.3578546], [-76.3482478, 44.3579316], [-76.3483037, 44.3580099], [-76.3483562, 44.3580895], [-76.3484051, 44.3581702], [-76.3484505, 44.3582519], [-76.3484922, 44.3583347], [-76.3485303, 44.3584183], [-76.3486345, 44.3586255]], ""type"": ""LineString""}","44.35762008241154, -76.3479681503319"
2747,JOHNSON,ST,,JOHNSON ST,TORONTO ST,MACDONNELL ST,1A,642,660,637,637,642,660,637,665,2,ARTERIAL,MUNICIPAL,ODD,DOWN,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Johnson St,"{""coordinates"": [[-76.5038598, 44.2314371], [-76.5049715, 44.2313989]], ""type"": ""LineString""}","44.231418000000005, -76.50441565"
727,HEAKES,LANE,,HEAKES LANE,BEECHGROVE LANE,KING ST W,P,,,,,92,100,91,101,2,LOCAL,PRIVATE,ODD,,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,LN,Heakes Lane,"{""coordinates"": [[-76.5225021, 44.2199932], [-76.5225111, 44.2200345], [-76.5225216, 44.2200757], [-76.5225334, 44.2201167], [-76.522583, 44.2205811]], ""type"": ""LineString""}","44.22028593015288, -76.5225493349132"
1305,REGENT,ST,,REGENT ST,PARK ST,PRINCESS ST,25A,276,300,315,321,276,320,275,321,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Regent St,"{""coordinates"": [[-76.5093776, 44.2384223], [-76.5095295, 44.2402717]], ""type"": ""LineString""}","44.239347, -76.50945354999999"
385,WILLIAM,ST,,WILLIAM ST,SYDENHAM ST,CLERGY ST E,17R,150,186,181,185,150,186,181,185,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,William St,"{""coordinates"": [[-76.4879253, 44.2296177], [-76.4897339, 44.2298831]], ""type"": ""LineString""}","44.2297504, -76.4888296"
387,WILLIAM,ST,,WILLIAM ST,WELLINGTON ST,BAGOT ST,17R,70,104,75,93,70,104,75,93,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,William St,"{""coordinates"": [[-76.4845171, 44.2286938], [-76.4858368, 44.2293058]], ""type"": ""LineString""}","44.228999800000004, -76.48517695000001"
